# Year	Month	Mean_T	Sum_P	Sum_pet
2279	3	6.31936	70.5	38.9
2280	3	3.88065	29.8	37.4
2281	3	2.39677	85.1	27.2
2282	3	5.33226	147.5	35.3
2283	3	3.81935	115.5	33.8
2284	3	8.1129	24.8	45
2285	3	4.57742	82.2	29.6
2286	3	5.85806	62.6	37.8
2287	3	4.44194	58.6	32.6
2288	3	7.90968	93.1	48.6
2289	3	6.31936	70.5	38.9
2290	3	5.60968	47.4	42.4
2291	3	6.50968	62.1	41.5
2292	3	4.57742	82.2	29.6
2293	3	4.23226	114.3	25.9
2294	3	7.86129	43.3	39.1
2295	3	8.30968	14.9	51.3
2296	3	5.97097	65	32.4
2297	3	4.39355	152	29
2298	3	2.78065	31.8	34.2
2299	3	3.31935	94.9	33.5
2300	3	4.39355	152	29
2301	3	8.1129	24.8	45
2302	3	3.0871	45.6	29.7
2303	3	4.72903	78	30.6
2304	3	8.02258	49.4	44.9
2305	3	5.26774	59.5	36.2
2306	3	6.19032	93.1	50.4
2307	3	6.07742	42	48.1
2308	3	4.23226	114.3	25.9
2309	3	4.92581	6.5	50.3
2310	3	2.78065	31.8	34.2
2311	3	2.88387	38	42.1
2312	3	3.31935	94.9	33.5
2313	3	6.44839	18.4	46.1
2314	3	7.26774	34.5	46.8
2315	3	5.33226	147.5	35.3
2316	3	4.92581	6.5	50.3
2317	3	7.86129	43.3	39.1
2318	3	5.26774	59.5	36.2
2319	3	4.72581	65	38.2
2320	3	6.19032	93.1	50.4
2321	3	2.00645	51.1	33.9
2322	3	6.3129	94.6	38.2
2323	3	2.075	83.3	35.3
2324	3	5.47188	83.7	35.5
2325	3	7.90968	93.1	48.6
2326	3	2.00645	51.1	33.9
2327	3	7.90968	93.1	48.6
2328	3	4.39355	152	29
2329	3	7.26774	34.5	46.8
2330	3	6.44839	18.4	46.1
2331	3	5.85806	62.6	37.8
2332	3	3.88065	29.8	37.4
2333	3	4.36129	65.1	36.1
2334	3	5.76774	113.4	36.3
2335	3	5.76774	113.4	36.3
2336	3	5.35484	37.2	43.4
2337	3	4.92581	6.5	50.3
2338	3	6.44839	18.4	46.1
2339	3	2.39677	85.1	27.2
2340	3	6.12903	51.3	40.6
2341	3	5.33226	147.5	35.3
2342	3	2.78065	31.8	34.2
2343	3	2.39677	85.1	27.2
2344	3	5.85806	62.6	37.8
2345	3	6.19032	93.1	50.4
2346	3	8.72903	61.4	53.2
2347	3	5.84839	75.4	31.5
2348	3	3.88065	29.8	37.4
2349	3	4.39355	152	29
2350	3	5.76774	113.4	36.3
2351	3	6.07742	42	48.1
2352	3	8.1129	24.8	45
2353	3	5.73226	62.5	38.5
2354	3	5.85806	62.6	37.8
2355	3	5.35484	37.2	43.4
2356	3	6.31936	70.5	38.9
2357	3	5.84839	75.4	31.5
2358	3	6.87419	57.9	42.8
2359	3	4.96774	68.5	39.2
2360	3	5.85806	65.8	44.7
2361	3	3.0871	45.6	29.7
2362	3	2.00645	51.1	33.9
2363	3	6.87419	57.9	42.8
2364	3	7.26774	34.5	46.8
2365	3	8.72903	61.4	53.2
2366	3	6.67419	101.6	42
2367	3	1.83548	27	33.1
2368	3	4.92581	6.5	50.3
2369	3	7.74516	36.8	50.8
2370	3	3.02581	44.3	34.7
2371	3	4.92581	6.5	50.3
2372	3	6.67419	101.6	42
2373	3	4.23226	114.3	25.9
2374	3	6.67419	101.6	42
2375	3	6.96875	69.6	43
2376	3	2.00645	51.1	33.9
2377	3	4.92581	6.5	50.3
2378	3	5.84839	75.4	31.5
2379	3	2.39677	85.1	27.2
2380	3	3.02581	44.3	34.7
2381	3	5.26774	59.5	36.2
2382	3	6.19032	93.1	50.4
2383	3	5.97097	65	32.4
2384	3	3.17419	87.7	27.1
2385	3	2.88387	38	42.1
2386	3	5.33226	147.5	35.3
2387	3	5.73226	62.5	38.5
2388	3	6.67419	101.6	42
2389	3	2.00645	51.1	33.9
2390	3	5.47188	83.7	35.5
2391	3	3.17419	87.7	27.1
2392	3	7.74516	36.8	50.8
2393	3	6.3129	94.6	38.2
2394	3	6.31936	70.5	38.9
2395	3	8.4125	83.3	40.8
2396	3	6.87419	57.9	42.8
2397	3	6.31936	70.5	38.9
2398	3	1.80968	76.3	29.6
2399	3	4.96774	68.5	39.2
2400	3	5.85806	65.8	44.7
2401	3	3.81935	115.5	33.8
2402	3	4.73548	101.6	41
2403	3	2.88387	38	42.1
2404	3	7.50323	92.8	47.2
2405	3	5.76774	113.4	36.3
2406	3	3.0871	45.6	29.7
2407	3	4.92581	6.5	50.3
2408	3	4.39355	152	29
2409	3	2.88387	38	42.1
2410	3	5.76774	113.4	36.3
2411	3	4.72581	65	38.2
2412	3	8.72903	61.4	53.2
2413	3	6.31936	70.5	38.9
2414	3	5.60968	47.4	42.4
2415	3	1.83548	27	33.1
2416	3	2.075	83.3	35.3
2417	3	8.4125	83.3	40.8
2418	3	5.84839	75.4	31.5
2419	3	4.57742	82.2	29.6
2420	3	4.73548	101.6	41
2421	3	6.85806	68.8	42.4
2422	3	5.85806	65.8	44.7
2423	3	7.50323	92.8	47.2
2424	3	4.83871	65.5	41.3
2425	3	5.85806	65.8	44.7
2426	3	7.26774	34.5	46.8
2427	3	8.1129	24.8	45
2428	3	4.73548	101.6	41
2429	3	4.92581	6.5	50.3
2430	3	4.58437	143.7	32.6
2431	3	6.44839	18.4	46.1
2432	3	2.075	83.3	35.3
2433	3	3.02581	44.3	34.7
2434	3	8.30968	14.9	51.3
2435	3	1.83548	27	33.1
2436	3	8.02258	49.4	44.9
2437	3	6.12903	160.5	29.9
2438	3	4.83871	65.5	41.3
2439	3	5.84839	75.4	31.5
2440	3	6.84194	80.9	39
2441	3	3.31935	94.9	33.5
2442	3	3.02581	44.3	34.7
2443	3	8.02258	49.4	44.9
2444	3	6.19032	93.1	50.4
2445	3	6.3129	94.6	38.2
2446	3	6.44839	18.4	46.1
2447	3	6.67419	101.6	42
2448	3	6.35806	63.9	49.1
2449	3	7.50323	92.8	47.2
2450	3	3.88065	29.8	37.4
2451	3	5.97097	65	32.4
2452	3	1.80968	76.3	29.6
2453	3	4.92581	6.5	50.3
2454	3	2.00645	51.1	33.9
2455	3	5.33226	147.5	35.3
2456	3	8.1129	24.8	45
2457	3	4.96774	68.5	39.2
2458	3	4.96774	68.5	39.2
2459	3	6.67419	101.6	42
2460	3	8.1129	24.8	45
2461	3	4.58437	143.7	32.6
2462	3	8.30968	14.9	51.3
2463	3	4.39355	152	29
2464	3	4.72581	65	38.2
2465	3	4.39355	152	29
2466	3	5.76774	113.4	36.3
2467	3	5.85806	65.8	44.7
2468	3	5.33226	147.5	35.3
2469	3	2.39677	85.1	27.2
2470	3	2.88387	38	42.1
2471	3	8.1129	24.8	45
2472	3	5.73226	62.5	38.5
2473	3	6.50968	62.1	41.5
2474	3	3.81935	115.5	33.8
2475	3	6.50968	62.1	41.5
2476	3	1.80968	76.3	29.6
2477	3	2.075	83.3	35.3
2478	3	8.1129	24.8	45
2479	3	4.73548	101.6	41
2480	3	7.50323	92.8	47.2
2481	3	7.1	34.2	42.3
2482	3	5.76774	113.4	36.3
2483	3	6.19032	93.1	50.4
2484	3	5.73226	62.5	38.5
2485	3	8.72903	61.4	53.2
2486	3	6.3129	94.6	38.2
2487	3	5.85806	65.8	44.7
2488	3	8.72903	61.4	53.2
2489	3	7.74516	36.8	50.8
2490	3	6.67419	101.6	42
2491	3	6.44839	18.4	46.1
2492	3	4.72903	78	30.6
2493	3	8.02258	49.4	44.9
2494	3	6.67419	101.6	42
2495	3	4.83871	65.5	41.3
2496	3	4.72581	65	38.2
2497	3	4.36129	65.1	36.1
2498	3	5.76774	113.4	36.3
2499	3	2.78065	31.8	34.2
2500	3	4.39355	152	29
1900	4	8.27	124.1	48
1901	4	6.46774	150.4	49.2
1902	4	8.49667	69.3	56.4
1903	4	10.2267	36.6	73.4
1904	4	8.27	124.1	48
1905	4	10.2267	36.6	73.4
1906	4	9.38667	19.8	82
1907	4	6.46774	150.4	49.2
1908	4	11.42	15.4	97.8
1909	4	6.96667	53	61.6
1910	4	6.46667	40.7	55.6
1911	4	12.6533	25.6	87.3
1912	4	7.70667	109.7	46.6
1913	4	6.46667	40.7	55.6
1914	4	6.50333	21.3	68
1915	4	6.84	50.4	62.4
1916	4	7.70667	109.7	46.6
1917	4	9.45333	49.9	59.5
1918	4	7.8	98.4	55.1
1919	4	5.70667	59.7	44.5
1920	4	7.52	76.2	60.5
1921	4	8.49667	69.3	56.4
1922	4	8.21	32.7	69
1923	4	9.38667	19.8	82
1924	4	7.87333	59.6	56.3
1925	4	6.46774	150.4	49.2
1926	4	11.1233	114.7	57
1927	4	8.55806	64.3	50.8
1928	4	8.19667	34.4	65.1
1929	4	7.94	27.6	71.8
1930	4	7.80333	11.4	66.5
1931	4	5.46	103.4	52.3
1932	4	8.77	51	71.1
1933	4	9.02333	55.9	79.3
1934	4	11.1233	114.7	57
1935	4	7.91	56.5	59.5
1936	4	12.6033	1	94.2
1937	4	7.06452	25.6	66.9
1938	4	11.1233	114.7	57
1939	4	9.53548	83.6	61.1
1940	4	11.41	20.2	71.7
1941	4	6.80333	68.3	55.1
1942	4	7.69032	130.5	51
1943	4	6.8	36.3	73.3
1944	4	5.46	103.4	52.3
1945	4	10.7839	27.7	78.9
1946	4	7.88333	39.7	58.1
1947	4	7.46	58.6	52.7
1948	4	8.03333	78.2	59.9
1949	4	8.21	32.7	69
1950	4	8.49667	69.3	56.4
1951	4	6.46667	40.7	55.6
1952	4	9.50667	54.8	66.5
1953	4	6.46667	40.7	55.6
1954	4	7.87333	59.6	56.3
1955	4	8.81	29.5	73.6
1956	4	11.42	15.4	97.8
1957	4	8.03333	78.2	59.9
1958	4	7.70667	109.7	46.6
1959	4	7.70667	109.7	46.6
1960	4	9	33.1	60.9
1961	4	7.70667	109.7	46.6
1962	4	12.6033	1	94.2
1963	4	7.87333	59.6	56.3
1964	4	10.2267	36.6	73.4
1965	4	5.88	88.7	40.6
1966	4	7.20333	87.3	47.2
1967	4	11.4633	64.6	67.8
1968	4	8.55806	64.3	50.8
1969	4	7.80333	11.4	66.5
1970	4	8.27	124.1	48
1971	4	11.41	20.2	71.7
1972	4	6.80667	45.3	57.2
1973	4	6.80333	68.3	55.1
1974	4	11.41	20.2	71.7
1975	4	9.02333	55.9	79.3
1976	4	8.16333	69.7	58.7
1977	4	6.46667	40.7	55.6
1978	4	6.27333	40.5	67.5
1979	4	8.27	124.1	48
1980	4	7.84	62.8	57.7
1981	4	9.38667	19.8	82
1982	4	6.80667	45.3	57.2
1983	4	8.99	47.9	60.4
1984	4	12.6533	25.6	87.3
1985	4	9.44667	103.7	53.1
1986	4	8.42667	91.1	57.2
1987	4	8.55806	64.3	50.8
1988	4	9.68667	37.8	75.5
1989	4	12.6533	25.6	87.3
1990	4	11.1233	114.7	57
1991	4	7.02667	61.7	58.7
1992	4	9.02333	55.9	79.3
1993	4	8.55806	64.3	50.8
1994	4	11.42	15.4	97.8
1995	4	6.10667	90.7	46.9
1996	4	12.6033	1	94.2
1997	4	12.6533	25.6	87.3
1998	4	8.77	51	71.1
1999	4	9.44667	103.7	53.1
2000	4	5.88	88.7	40.6
2001	4	9	33.1	60.9
2002	4	6.84	50.4	62.4
2003	4	7.91	56.5	59.5
2004	4	6.80667	45.3	57.2
2005	4	8.42667	91.1	57.2
2006	4	7.80333	11.4	66.5
2007	4	11.1233	114.7	57
2008	4	7.31613	66.7	69.9
2009	4	9.53548	83.6	61.1
2010	4	5.46	103.4	52.3
2011	4	7.02667	61.7	58.7
2012	4	9.68667	37.8	75.5
2013	4	8.00667	27.2	65.1
2014	4	9.02333	55.9	79.3
2015	4	9.68667	37.8	75.5
2016	4	9.53548	83.6	61.1
2017	4	12.6033	1	94.2
2018	4	6.80667	45.3	57.2
2019	4	7.70667	109.7	46.6
2020	4	6.10667	90.7	46.9
2021	4	7.70667	109.7	46.6
2022	4	6.27333	40.5	67.5
2023	4	11.4633	64.6	67.8
2024	4	9.38667	19.8	82
2025	4	7.8	98.4	55.1
2026	4	7.88333	39.7	58.1
2027	4	10.7839	27.7	78.9
2028	4	8.27	124.1	48
2029	4	8.27	124.1	48
2030	4	8.16333	69.7	58.7
2031	4	6.46667	40.7	55.6
2032	4	7.52	76.2	60.5
2033	4	9.12333	45.8	73.2
2034	4	8.42667	91.1	57.2
2035	4	8.77	51	71.1
2036	4	8.49667	69.3	56.4
2037	4	7.94	27.6	71.8
2038	4	8.81	29.5	73.6
2039	4	8.35333	10.7	79.9
2040	4	8.81	29.5	73.6
2041	4	9.53548	83.6	61.1
2042	4	8.42667	91.1	57.2
2043	4	9.68667	37.8	75.5
2044	4	6.80333	68.3	55.1
2045	4	9.12333	45.8	73.2
2046	4	7.8	98.4	55.1
2047	4	7.06452	25.6	66.9
2048	4	6.50333	21.3	68
2049	4	8.42667	91.1	57.2
2050	4	7.80333	11.4	66.5
2051	4	5.88	88.7	40.6
2052	4	7.31613	66.7	69.9
2053	4	5.46	103.4	52.3
2054	4	8.77	51	71.1
2055	4	6.8	36.3	73.3
2056	4	8.99	47.9	60.4
2057	4	12.6033	1	94.2
2058	4	9.45333	49.9	59.5
2059	4	9	33.1	60.9
2060	4	6.50333	21.3	68
2061	4	9.38667	19.8	82
2062	4	7.80333	11.4	66.5
2063	4	6.10667	90.7	46.9
2064	4	11.42	15.4	97.8
2065	4	12.6033	1	94.2
2066	4	8.00667	27.2	65.1
2067	4	9.7	58	66.8
2068	4	8.16333	69.7	58.7
2069	4	5.88	88.7	40.6
2070	4	9	33.1	60.9
2071	4	7.91	56.5	59.5
2072	4	9.38667	19.8	82
2073	4	11.4633	64.6	67.8
2074	4	5.70667	59.7	44.5
2075	4	11.42	15.4	97.8
2076	4	8.49667	69.3	56.4
2077	4	9.12333	45.8	73.2
2078	4	7.02667	61.7	58.7
2079	4	7.87333	59.6	56.3
2080	4	11.4633	64.6	67.8
2081	4	7.46	58.6	52.7
2082	4	8.42667	91.1	57.2
2083	4	6.96667	53	61.6
2084	4	7.20333	87.3	47.2
2085	4	11.41	20.2	71.7
2086	4	8.81	29.5	73.6
2087	4	12.2933	61	82.4
2088	4	11.41	20.2	71.7
2089	4	6.46667	40.7	55.6
2090	4	11.4633	64.6	67.8
2091	4	7.94	27.6	71.8
2092	4	7.69032	130.5	51
2093	4	9.50667	54.8	66.5
2094	4	11.42	15.4	97.8
2095	4	11.1233	114.7	57
2096	4	9.02333	55.9	79.3
2097	4	6.80333	68.3	55.1
2098	4	10.7839	27.7	78.9
2099	4	7.91	56.5	59.5
2100	4	7.91	56.5	59.5
2101	4	8.49667	69.3	56.4
2102	4	6.10667	90.7	46.9
2103	4	11.42	15.4	97.8
2104	4	11.1233	114.7	57
2105	4	8.77	51	71.1
2106	4	11.1233	114.7	57
2107	4	7.84	62.8	57.7
2108	4	6.27333	40.5	67.5
2109	4	7.8	98.4	55.1
2110	4	9.50667	54.8	66.5
2111	4	8.42667	91.1	57.2
2112	4	9.12333	45.8	73.2
2113	4	8.03333	78.2	59.9
2114	4	6.96667	53	61.6
2115	4	8.77	51	71.1
2116	4	7.80333	11.4	66.5
2117	4	9.68667	37.8	75.5
2118	4	7.06452	25.6	66.9
2119	4	11.41	20.2	71.7
2120	4	8.21	32.7	69
2121	4	10.2267	36.6	73.4
2122	4	8.77	51	71.1
2123	4	7.88333	39.7	58.1
2124	4	6.80667	45.3	57.2
2125	4	8.42667	91.1	57.2
2126	4	5.46	103.4	52.3
2127	4	8.16333	69.7	58.7
2128	4	12.6033	1	94.2
2129	4	7.91	56.5	59.5
2130	4	8.42667	91.1	57.2
2131	4	8.00667	27.2	65.1
2132	4	6.46774	150.4	49.2
2133	4	9.02333	55.9	79.3
2134	4	8.00667	27.2	65.1
2135	4	8.21	32.7	69
2136	4	7.84	62.8	57.7
2137	4	8.35333	10.7	79.9
2138	4	8.81	29.5	73.6
2139	4	11.4633	64.6	67.8
2140	4	8.77	51	71.1
2141	4	6.27333	40.5	67.5
2142	4	9.12333	45.8	73.2
2143	4	7.52	76.2	60.5
2144	4	8.77	51	71.1
2145	4	6.46667	40.7	55.6
2146	4	7.31613	66.7	69.9
2147	4	9.53548	83.6	61.1
2148	4	9.68667	37.8	75.5
2149	4	8.27	124.1	48
2150	4	9	33.1	60.9
2151	4	8.03333	78.2	59.9
2152	4	11.41	20.2	71.7
2153	4	7.94	27.6	71.8
2154	4	9	33.1	60.9
2155	4	7.31613	66.7	69.9
2156	4	6.80667	45.3	57.2
2157	4	9.45333	49.9	59.5
2158	4	7.06452	25.6	66.9
2159	4	11.42	15.4	97.8
2160	4	8.21	32.7	69
2161	4	6.96667	53	61.6
2162	4	8.03333	78.2	59.9
2163	4	8.55806	64.3	50.8
2164	4	6.27333	40.5	67.5
2165	4	6.84	50.4	62.4
2166	4	9.02333	55.9	79.3
2167	4	9.45333	49.9	59.5
2168	4	8.27	124.1	48
2169	4	8.03333	78.2	59.9
2170	4	6.46667	40.7	55.6
2171	4	9.7	58	66.8
2172	4	9	33.1	60.9
2173	4	8.49667	69.3	56.4
2174	4	8.35333	10.7	79.9
2175	4	5.46	103.4	52.3
2176	4	11.42	15.4	97.8
2177	4	8.16333	69.7	58.7
2178	4	9.7	58	66.8
2179	4	5.46	103.4	52.3
2180	4	12.2933	61	82.4
2181	4	8.19667	34.4	65.1
2182	4	6.84	50.4	62.4
2183	4	8.21	32.7	69
2184	4	6.96667	53	61.6
2185	4	9.7	58	66.8
2186	4	5.46	103.4	52.3
2187	4	11.4633	64.6	67.8
2188	4	7.91	56.5	59.5
2189	4	9.44667	103.7	53.1
2190	4	6.46667	40.7	55.6
2191	4	7.06452	25.6	66.9
2192	4	10.7839	27.7	78.9
2193	4	7.91	56.5	59.5
2194	4	11.1233	114.7	57
2195	4	9.68667	37.8	75.5
2196	4	7.8	98.4	55.1
2197	4	8.27	124.1	48
2198	4	8.81	29.5	73.6
2199	4	9.38667	19.8	82
2200	4	8.42667	91.1	57.2
2201	4	7.71	77.4	52.9
2202	4	9.12333	45.8	73.2
2203	4	7.71	77.4	52.9
2204	4	8.21	32.7	69
2205	4	5.46	103.4	52.3
2206	4	7.70667	109.7	46.6
2207	4	8.16333	69.7	58.7
2208	4	6.80333	68.3	55.1
2209	4	12.6033	1	94.2
2210	4	9.50667	54.8	66.5
2211	4	8.19667	34.4	65.1
2212	4	7.84	62.8	57.7
2213	4	5.70667	59.7	44.5
2214	4	7.52	76.2	60.5
2215	4	5.70667	59.7	44.5
2216	4	9.68667	37.8	75.5
2217	4	6.50333	21.3	68
2218	4	8.16333	69.7	58.7
2219	4	10.7839	27.7	78.9
2220	4	7.06452	25.6	66.9
2221	4	7.91	56.5	59.5
2222	4	12.6533	25.6	87.3
2223	4	11.1233	114.7	57
2224	4	7.06452	25.6	66.9
2225	4	12.6533	25.6	87.3
2226	4	9.12333	45.8	73.2
2227	4	9	33.1	60.9
2228	4	5.46	103.4	52.3
2229	4	6.50333	21.3	68
2230	4	7.84	62.8	57.7
2231	4	7.91	56.5	59.5
2232	4	8.77	51	71.1
2233	4	8.16333	69.7	58.7
2234	4	7.69032	130.5	51
2235	4	8.03333	78.2	59.9
2236	4	8.99	47.9	60.4
2237	4	9.38667	19.8	82
2238	4	5.46	103.4	52.3
2239	4	8.49667	69.3	56.4
2240	4	7.69032	130.5	51
2241	4	9.45333	49.9	59.5
2242	4	6.46774	150.4	49.2
2243	4	5.70667	59.7	44.5
2244	4	9.44667	103.7	53.1
2245	4	7.02667	61.7	58.7
2246	4	9.68667	37.8	75.5
2247	4	8.55806	64.3	50.8
2248	4	12.6533	25.6	87.3
2249	4	7.87333	59.6	56.3
2250	4	6.8	36.3	73.3
2251	4	5.88	88.7	40.6
2252	4	6.84	50.4	62.4
2253	4	9.45333	49.9	59.5
2254	4	11.41	20.2	71.7
2255	4	11.4633	64.6	67.8
2256	4	8.27	124.1	48
2257	4	8.42667	91.1	57.2
2258	4	9.02333	55.9	79.3
2259	4	8.19667	34.4	65.1
2260	4	7.31613	66.7	69.9
2261	4	11.1233	114.7	57
2262	4	8.99	47.9	60.4
2263	4	5.88	88.7	40.6
2264	4	8.27	124.1	48
2265	4	11.4633	64.6	67.8
2266	4	8.27	124.1	48
2267	4	11.4633	64.6	67.8
2268	4	8.81	29.5	73.6
2269	4	6.8	36.3	73.3
2270	4	6.27333	40.5	67.5
2271	4	7.84	62.8	57.7
2272	4	8.99	47.9	60.4
2273	4	9.44667	103.7	53.1
2274	4	12.2933	61	82.4
2275	4	6.46667	40.7	55.6
2276	4	9.45333	49.9	59.5
2277	4	7.06452	25.6	66.9
2278	4	7.84	62.8	57.7
2279	4	8.19667	34.4	65.1
2280	4	9.38667	19.8	82
2281	4	8.42667	91.1	57.2
2282	4	9.02333	55.9	79.3
2283	4	11.4633	64.6	67.8
2284	4	6.96667	53	61.6
2285	4	12.6033	1	94.2
2286	4	7.94	27.6	71.8
2287	4	6.8	36.3	73.3
2288	4	6.27333	40.5	67.5
2289	4	11.41	20.2	71.7
2290	4	9.02333	55.9	79.3
2291	4	6.27333	40.5	67.5
2292	4	7.69032	130.5	51
2293	4	6.96667	53	61.6
2294	4	9.02333	55.9	79.3
2295	4	8.16333	69.7	58.7
2296	4	6.46667	40.7	55.6
2297	4	10.7839	27.7	78.9
2298	4	5.88	88.7	40.6
2299	4	8.49667	69.3	56.4
2300	4	8.99	47.9	60.4
2301	4	6.80667	45.3	57.2
2302	4	6.46774	150.4	49.2
2303	4	8.27	124.1	48
2304	4	6.8	36.3	73.3
2305	4	7.46	58.6	52.7
2306	4	9.45333	49.9	59.5
2307	4	7.87333	59.6	56.3
2308	4	6.46774	150.4	49.2
2309	4	6.50333	21.3	68
2310	4	11.1233	114.7	57
2311	4	9.12333	45.8	73.2
2312	4	7.69032	130.5	51
2313	4	8.55806	64.3	50.8
2314	4	7.31613	66.7	69.9
2315	4	7.52	76.2	60.5
2316	4	9.12333	45.8	73.2
2317	4	9.50667	54.8	66.5
2318	4	7.52	76.2	60.5
2319	4	7.71	77.4	52.9
2320	4	7.52	76.2	60.5
2321	4	6.10667	90.7	46.9
2322	4	8.81	29.5	73.6
2323	4	11.1233	114.7	57
2324	4	7.84	62.8	57.7
2325	4	7.70667	109.7	46.6
2326	4	7.69032	130.5	51
2327	4	8.27	124.1	48
2328	4	6.84	50.4	62.4
2329	4	7.8	98.4	55.1
2330	4	7.52	76.2	60.5
2331	4	7.87333	59.6	56.3
2332	4	6.80667	45.3	57.2
2333	4	6.50333	21.3	68
2334	4	8.27	124.1	48
2335	4	7.91	56.5	59.5
2336	4	7.69032	130.5	51
2337	4	8.49667	69.3	56.4
2338	4	9.02333	55.9	79.3
2339	4	7.20333	87.3	47.2
2340	4	7.52	76.2	60.5
2341	4	9.12333	45.8	73.2
2342	4	11.42	15.4	97.8
2343	4	9.45333	49.9	59.5
2344	4	7.84	62.8	57.7
2345	4	9	33.1	60.9
2346	4	5.88	88.7	40.6
2347	4	6.46667	40.7	55.6
2348	4	8.55806	64.3	50.8
2349	4	9.44667	103.7	53.1
2350	4	8.81	29.5	73.6
2351	4	6.96667	53	61.6
2352	4	12.6033	1	94.2
2353	4	6.46667	40.7	55.6
2354	4	8.03333	78.2	59.9
2355	4	6.46774	150.4	49.2
2356	4	11.1233	114.7	57
2357	4	8.19667	34.4	65.1
2358	4	8.35333	10.7	79.9
2359	4	8.35333	10.7	79.9
2360	4	11.42	15.4	97.8
2361	4	7.46	58.6	52.7
2362	4	6.96667	53	61.6
2363	4	8.42667	91.1	57.2
2364	4	6.50333	21.3	68
2365	4	7.91	56.5	59.5
2366	4	11.1233	114.7	57
2367	4	11.42	15.4	97.8
2368	4	6.27333	40.5	67.5
2369	4	6.96667	53	61.6
2370	4	7.31613	66.7	69.9
2371	4	6.50333	21.3	68
2372	4	8.03333	78.2	59.9
2373	4	7.46	58.6	52.7
2374	4	9.53548	83.6	61.1
2375	4	8.19667	34.4	65.1
2376	4	6.10667	90.7	46.9
2377	4	9.02333	55.9	79.3
2378	4	8.16333	69.7	58.7
2379	4	9.68667	37.8	75.5
2380	4	9.44667	103.7	53.1
2381	4	8.03333	78.2	59.9
2382	4	7.52	76.2	60.5
2383	4	9.44667	103.7	53.1
2384	4	9.53548	83.6	61.1
2385	4	6.80667	45.3	57.2
2386	4	7.80333	11.4	66.5
2387	4	8.03333	78.2	59.9
2388	4	8.19667	34.4	65.1
2389	4	6.50333	21.3	68
2390	4	8.27	124.1	48
2391	4	9.38667	19.8	82
2392	4	7.8	98.4	55.1
2393	4	12.2933	61	82.4
2394	4	9.53548	83.6	61.1
2395	4	7.02667	61.7	58.7
2396	4	6.27333	40.5	67.5
2397	4	6.46667	40.7	55.6
2398	4	11.4633	64.6	67.8
2399	4	8.81	29.5	73.6
2400	4	6.46667	40.7	55.6
2401	4	11.4633	64.6	67.8
2402	4	7.06452	25.6	66.9
2403	4	6.46774	150.4	49.2
2404	4	11.1233	114.7	57
2405	4	8.77	51	71.1
2406	4	8.03333	78.2	59.9
2407	4	6.46774	150.4	49.2
2408	4	7.94	27.6	71.8
2409	4	9.45333	49.9	59.5
2410	4	7.06452	25.6	66.9
2411	4	8.42667	91.1	57.2
2412	4	8.99	47.9	60.4
2413	4	7.46	58.6	52.7
2414	4	8.55806	64.3	50.8
2415	4	12.6533	25.6	87.3
2416	4	11.42	15.4	97.8
2417	4	8.21	32.7	69
2418	4	8.42667	91.1	57.2
2419	4	7.31613	66.7	69.9
2420	4	9.50667	54.8	66.5
2421	4	9.68667	37.8	75.5
2422	4	7.84	62.8	57.7
2423	4	8.77	51	71.1
2424	4	7.88333	39.7	58.1
2425	4	6.46774	150.4	49.2
2426	4	8.99	47.9	60.4
2427	4	7.69032	130.5	51
2428	4	7.71	77.4	52.9
2429	4	7.31613	66.7	69.9
2430	4	6.27333	40.5	67.5
2431	4	9.68667	37.8	75.5
2432	4	8.00667	27.2	65.1
2433	4	8.81	29.5	73.6
2434	4	8.42667	91.1	57.2
2435	4	11.4633	64.6	67.8
2436	4	8.99	47.9	60.4
2437	4	7.20333	87.3	47.2
2438	4	7.84	62.8	57.7
2439	4	7.06452	25.6	66.9
2440	4	12.2933	61	82.4
2441	4	5.88	88.7	40.6
2442	4	7.02667	61.7	58.7
2443	4	8.77	51	71.1
2444	4	10.7839	27.7	78.9
2445	4	8.00667	27.2	65.1
2446	4	7.02667	61.7	58.7
2447	4	7.20333	87.3	47.2
2448	4	7.46	58.6	52.7
2449	4	7.71	77.4	52.9
2450	4	8.77	51	71.1
2451	4	7.31613	66.7	69.9
2452	4	12.2933	61	82.4
2453	4	12.6033	1	94.2
2454	4	11.41	20.2	71.7
2455	4	7.70667	109.7	46.6
2456	4	8.49667	69.3	56.4
2457	4	10.7839	27.7	78.9
2458	4	7.8	98.4	55.1
2459	4	6.96667	53	61.6
2460	4	7.20333	87.3	47.2
2461	4	6.27333	40.5	67.5
2462	4	9.45333	49.9	59.5
2463	4	6.10667	90.7	46.9
2464	4	8.49667	69.3	56.4
2465	4	6.27333	40.5	67.5
2466	4	11.4633	64.6	67.8
2467	4	8.27	124.1	48
2468	4	8.35333	10.7	79.9
2469	4	8.42667	91.1	57.2
2470	4	8.81	29.5	73.6
2471	4	7.69032	130.5	51
2472	4	9.53548	83.6	61.1
2473	4	12.6033	1	94.2
2474	4	6.10667	90.7	46.9
2475	4	8.03333	78.2	59.9
2476	4	7.80333	11.4	66.5
2477	4	6.96667	53	61.6
2478	4	8.49667	69.3	56.4
2479	4	5.88	88.7	40.6
2480	4	6.80333	68.3	55.1
2481	4	7.8	98.4	55.1
2482	4	11.1233	114.7	57
2483	4	6.50333	21.3	68
2484	4	7.71	77.4	52.9
2485	4	9.7	58	66.8
